TextNr.,PosWords,NegWords,hasShift,NrPron,hasExcl,logNr,Label
1635,0,1,0,0,0,1.9459101490553132,positive
1636,3,2,1,0,0,3.1780538303479458,negative
1637,5,1,0,0,0,3.5263605246161616,positive
1638,3,6,1,0,0,3.4965075614664802,negative
1639,4,2,1,0,0,4.1588830833596715,negative
1640,1,0,1,0,0,2.9444389791664403,negative
1641,0,2,0,0,0,2.3978952727983707,positive
1642,2,1,0,0,0,3.295836866004329,negative
1643,4,0,1,0,0,3.091042453358316,negative
1644,1,2,0,0,0,2.4849066497880004,negative
1645,1,0,0,0,1,1.791759469228055,positive
1646,3,2,1,0,0,3.871201010907891,negative
1647,0,0,0,0,0,0.6931471805599453,positive
1648,2,0,0,0,0,2.70805020110221,positive
1649,3,1,1,0,0,3.4339872044851463,negative
1650,2,0,0,0,0,2.3978952727983707,positive
1651,0,5,0,0,0,3.4965075614664802,negative
1652,0,1,0,0,0,2.1972245773362196,negative
1653,2,1,1,0,0,3.7376696182833684,negative
1654,2,0,0,0,0,3.091042453358316,negative
1655,0,2,0,0,0,3.2188758248682006,negative
1656,1,0,0,0,0,2.1972245773362196,positive
1657,1,0,0,0,0,2.70805020110221,negative
1658,4,3,1,0,0,3.7612001156935624,negative
1659,1,2,0,0,0,2.5649493574615367,negative
1660,0,0,0,0,0,2.3978952727983707,positive
1661,0,1,1,0,0,2.995732273553991,negative
1662,1,0,0,0,0,1.6094379124341003,positive
1663,3,0,0,0,0,2.4849066497880004,positive
1664,0,1,0,0,0,2.8903717578961645,positive
1665,5,1,0,0,0,2.9444389791664403,negative
1666,2,1,0,0,0,2.833213344056216,positive
1667,3,1,1,0,0,3.7612001156935624,positive
1668,2,0,1,0,0,2.70805020110221,negative
1669,2,2,1,0,0,4.204692619390966,negative
1670,0,1,0,0,0,3.1780538303479458,negative
1671,7,5,0,1,1,3.713572066704308,positive
1672,2,0,0,0,0,2.1972245773362196,positive
1673,2,1,0,0,0,3.6375861597263857,negative
1674,3,0,1,0,0,2.9444389791664403,negative
1675,0,1,0,0,0,2.0794415416798357,negative
1676,2,0,0,0,0,3.4657359027997265,positive
1677,2,1,1,0,0,2.995732273553991,negative
1678,1,2,0,0,0,2.8903717578961645,positive
1679,2,2,0,0,0,2.302585092994046,positive
1680,0,1,0,0,0,1.9459101490553132,negative
1681,2,0,1,0,0,2.6390573296152584,positive
1682,2,0,0,0,1,2.6390573296152584,negative
1683,0,1,0,0,0,1.6094379124341003,negative
1684,0,3,0,0,0,3.2188758248682006,negative
1685,2,2,0,0,0,2.772588722239781,negative
1686,1,3,1,0,0,3.4965075614664802,positive
1687,2,1,0,0,0,2.995732273553991,negative
1688,6,1,1,0,0,3.912023005428146,positive
1689,7,8,1,0,0,4.6443908991413725,negative
1690,5,0,0,1,0,3.295836866004329,positive
1691,0,1,0,0,0,2.3978952727983707,negative
1692,4,3,1,0,0,3.5553480614894135,negative
1693,1,0,0,0,0,2.6390573296152584,positive
1694,3,1,1,0,0,2.5649493574615367,negative
1695,5,6,0,0,0,4.02535169073515,negative
1696,2,1,0,0,0,2.70805020110221,positive
1697,7,2,1,0,0,4.0943445622221,negative
1698,0,0,0,0,0,2.0794415416798357,positive
1699,1,0,1,0,0,3.091042453358316,positive
1700,0,0,0,0,0,1.0986122886681098,positive
1701,2,3,1,0,0,3.4011973816621555,negative
1702,0,0,0,0,0,1.791759469228055,positive
1703,3,2,0,0,0,3.4657359027997265,positive
1704,3,3,0,0,0,3.58351893845611,negative
1705,2,1,1,0,0,2.995732273553991,positive
1706,0,0,0,0,0,1.791759469228055,negative
1707,1,2,1,0,0,3.1780538303479458,negative
1708,1,0,0,0,0,2.302585092994046,positive
1709,1,0,1,0,0,1.791759469228055,negative
1710,3,9,1,0,0,4.204692619390966,negative
1711,5,2,1,0,0,3.1354942159291497,negative
1712,2,0,0,0,0,2.1972245773362196,positive
1713,2,1,0,0,0,2.70805020110221,positive
1714,1,2,1,1,0,3.1780538303479458,negative
1715,1,0,1,0,0,3.044522437723423,negative
1716,0,1,1,0,0,2.4849066497880004,negative
1717,1,1,0,0,0,2.4849066497880004,negative
1718,1,0,0,0,0,2.4849066497880004,positive
1719,1,0,1,0,0,1.3862943611198906,negative
1720,0,0,1,0,0,2.70805020110221,positive
1721,1,0,0,0,0,2.0794415416798357,positive
1722,2,1,1,0,0,3.258096538021482,negative
1723,1,1,0,0,0,3.044522437723423,negative
1724,2,0,0,0,0,2.6390573296152584,positive
1725,2,2,0,0,0,3.258096538021482,positive
1726,1,1,0,0,0,2.4849066497880004,negative
1727,4,1,1,0,0,3.58351893845611,negative
1728,2,3,0,1,0,3.5263605246161616,negative
1729,2,1,0,0,0,2.9444389791664403,positive
1730,2,6,1,0,0,3.8918202981106265,negative
1731,1,1,0,0,0,2.70805020110221,positive
1732,7,3,1,0,0,4.04305126783455,negative
1733,0,0,0,0,0,2.302585092994046,negative
1734,0,2,1,0,0,2.6390573296152584,negative
1735,2,2,0,0,0,2.772588722239781,positive
1736,1,2,0,0,1,2.9444389791664403,positive
1737,3,0,1,0,0,3.295836866004329,positive
1738,4,1,1,0,0,2.833213344056216,negative
1739,1,0,0,0,0,3.091042453358316,positive
1740,7,8,0,0,0,4.204692619390966,negative
1741,2,2,1,0,0,2.8903717578961645,negative
1742,2,2,0,0,0,3.1780538303479458,positive
1743,4,3,0,0,0,3.332204510175204,negative
1744,0,0,0,0,0,2.5649493574615367,negative
1745,4,1,0,0,0,2.9444389791664403,positive
1746,0,0,1,0,0,2.0794415416798357,negative
1747,5,3,1,1,0,3.9318256327243257,positive
1748,3,1,0,0,0,3.4011973816621555,positive
1749,1,1,0,0,0,2.8903717578961645,positive
1750,2,0,0,0,0,2.8903717578961645,negative
1751,4,0,1,0,0,2.833213344056216,negative
1752,0,2,0,0,0,3.2188758248682006,negative
1753,1,0,1,0,0,2.833213344056216,negative
1754,6,2,1,0,0,3.5263605246161616,negative
1755,1,1,0,0,0,2.9444389791664403,positive
1756,3,1,0,0,0,3.7376696182833684,negative
1757,1,3,0,0,0,3.58351893845611,negative
1758,2,1,1,0,0,3.1780538303479458,negative
1759,3,1,0,0,0,3.1354942159291497,positive
1760,1,0,1,0,0,1.9459101490553132,positive
1761,6,3,1,0,0,3.6109179126442243,negative
1762,0,0,0,0,0,0.6931471805599453,positive
1763,0,0,0,0,0,2.5649493574615367,negative
1764,1,0,0,0,0,2.0794415416798357,negative
1765,1,1,1,0,0,2.3978952727983707,negative
1766,1,2,0,0,1,2.6390573296152584,positive
1767,1,0,0,0,0,2.772588722239781,negative
1768,1,3,0,0,0,2.772588722239781,negative
1769,0,3,0,0,0,2.4849066497880004,negative
1770,2,1,1,0,0,3.6109179126442243,negative
1771,1,2,1,0,0,3.4339872044851463,negative
1772,3,1,0,0,0,3.5263605246161616,positive
1773,2,7,1,0,0,3.970291913552122,negative
1774,4,0,0,0,0,2.302585092994046,positive
1775,3,3,1,0,0,3.58351893845611,negative
1776,1,1,0,0,0,2.5649493574615367,positive
1777,1,2,0,0,0,3.332204510175204,negative
1778,5,0,1,0,0,3.5553480614894135,positive
1779,2,2,0,0,0,2.995732273553991,negative
1780,0,1,0,0,1,1.9459101490553132,positive
1781,2,0,1,0,0,3.091042453358316,negative
1782,4,6,1,0,0,4.59511985013459,negative
1783,1,0,0,0,0,2.6390573296152584,positive
1784,0,0,0,0,1,2.0794415416798357,positive
1785,2,0,0,0,0,2.4849066497880004,positive
1786,4,2,1,0,0,3.1780538303479458,negative
1787,1,0,0,0,0,2.1972245773362196,negative
1788,1,2,0,0,0,2.833213344056216,negative
1789,4,0,0,0,0,2.6390573296152584,positive
1790,5,2,0,0,0,3.4011973816621555,positive
1791,1,1,1,0,0,2.4849066497880004,negative
1792,0,0,0,0,0,2.1972245773362196,positive
1793,0,0,0,0,0,2.302585092994046,negative
1794,1,1,1,0,0,2.302585092994046,positive
1795,1,1,0,0,0,2.772588722239781,positive
1796,5,5,1,0,0,4.248495242049359,negative
1797,4,1,0,0,0,2.9444389791664403,negative
1798,9,1,0,0,0,3.58351893845611,positive
1799,1,2,0,0,0,2.302585092994046,negative
1800,3,1,0,0,0,3.6375861597263857,positive
1801,0,0,1,0,0,3.258096538021482,negative
1802,2,0,0,0,0,2.4849066497880004,positive
1803,2,2,1,0,0,3.332204510175204,negative
1804,2,3,1,0,0,3.4011973816621555,positive
1805,4,2,0,0,0,3.4339872044851463,positive
1806,2,5,1,0,0,3.7612001156935624,positive
1807,3,1,1,0,0,3.4339872044851463,negative
1808,0,0,0,0,0,2.6390573296152584,negative
1809,0,0,0,0,0,1.791759469228055,positive
1810,4,2,1,0,0,3.6375861597263857,negative
1811,2,0,0,0,0,2.3978952727983707,negative
1812,2,2,0,0,0,3.4965075614664802,negative
1813,7,1,1,1,0,4.110873864173311,negative
1814,4,2,0,0,0,3.2188758248682006,negative
1815,0,0,0,0,0,2.4849066497880004,negative
1816,2,2,0,0,0,3.4339872044851463,positive
1817,2,3,0,0,0,2.995732273553991,negative
1818,0,2,1,0,0,2.302585092994046,negative
1819,4,0,1,0,0,3.4011973816621555,negative
1820,0,0,1,0,0,2.0794415416798357,negative
1821,0,0,0,0,0,1.6094379124341003,positive
1822,1,1,0,0,0,2.4849066497880004,positive
1823,2,4,1,0,0,3.6109179126442243,positive
1824,1,0,0,0,0,3.1354942159291497,negative
1825,5,0,0,0,0,3.4965075614664802,negative
1826,2,1,1,0,0,3.044522437723423,negative
1827,5,0,0,0,1,3.044522437723423,negative
1828,3,3,1,0,0,3.6635616461296463,negative
1829,2,0,0,0,0,1.791759469228055,positive
1830,1,4,1,0,0,3.4011973816621555,negative
1831,1,0,1,1,1,2.302585092994046,negative
1832,2,1,0,0,0,2.833213344056216,negative
1833,1,1,1,0,0,3.713572066704308,negative
1834,1,0,0,0,0,2.833213344056216,positive
1835,3,3,0,0,0,3.58351893845611,positive
1836,2,1,0,0,0,2.70805020110221,negative
1837,1,0,0,0,0,3.091042453358316,negative
1838,5,2,0,0,0,2.9444389791664403,positive
1839,14,2,0,0,0,4.248495242049359,positive
1840,0,1,0,0,0,2.1972245773362196,negative
1841,6,0,1,0,0,3.332204510175204,positive
1842,1,4,1,0,0,3.8918202981106265,negative
1843,3,1,0,0,0,2.6390573296152584,positive
1844,2,2,1,0,0,2.995732273553991,negative
1845,1,0,0,0,0,1.791759469228055,positive
1846,0,0,0,0,1,1.9459101490553132,negative
1847,1,2,0,0,0,2.995732273553991,negative
1848,1,1,0,0,0,1.3862943611198906,positive
1849,3,2,1,0,0,3.332204510175204,negative
1850,0,0,1,0,0,2.0794415416798357,negative
1851,7,3,1,0,0,3.8918202981106265,negative
1852,3,5,1,0,0,3.9512437185814275,negative
1853,1,1,1,0,0,2.9444389791664403,negative
1854,3,3,0,0,1,3.295836866004329,negative
1855,1,0,1,0,1,2.70805020110221,positive
1856,6,9,1,0,0,4.477336814478207,negative
1857,1,0,1,0,0,2.3978952727983707,negative
1858,1,0,0,0,0,1.3862943611198906,positive
1859,5,3,1,0,0,3.871201010907891,positive
1860,5,2,0,0,0,3.367295829986474,negative
1861,2,0,0,0,0,2.4849066497880004,negative
1862,3,1,1,0,1,3.4657359027997265,negative
1863,3,1,1,0,0,3.784189633918261,negative
1864,3,4,1,0,0,4.127134385045092,negative
1865,0,0,1,0,0,3.044522437723423,negative
1866,0,3,0,0,0,2.9444389791664403,negative
1867,0,1,0,0,0,1.9459101490553132,negative
1868,0,1,0,0,0,1.3862943611198906,negative
1869,3,3,1,0,0,3.58351893845611,positive
1870,0,1,0,0,0,2.302585092994046,negative
1871,1,0,1,0,0,2.5649493574615367,negative
1872,1,0,1,0,0,2.0794415416798357,negative
1873,1,0,0,0,1,1.6094379124341003,positive
1874,3,1,1,0,0,3.2188758248682006,positive
1875,1,2,1,0,0,3.2188758248682006,negative
1876,4,1,0,0,0,3.784189633918261,negative
1877,3,1,0,0,0,3.1780538303479458,positive
1878,0,0,0,0,0,2.3978952727983707,negative
1879,2,3,1,0,0,3.4011973816621555,negative
1880,3,5,1,0,0,4.30406509320417,negative
1881,2,0,0,0,0,3.258096538021482,positive
1882,4,0,0,0,0,2.833213344056216,positive
1883,1,0,0,0,0,2.1972245773362196,positive
1884,2,1,1,0,0,3.5263605246161616,negative
1885,0,0,0,0,1,1.9459101490553132,negative
1886,1,0,1,0,0,2.70805020110221,negative
1887,2,1,0,0,0,3.258096538021482,negative
1888,7,0,1,0,0,3.5553480614894135,negative
1889,2,2,0,0,0,3.4657359027997265,negative
1890,2,2,1,0,1,2.772588722239781,negative
1891,0,0,0,0,0,2.70805020110221,positive
1892,2,1,1,0,0,2.4849066497880004,positive
1893,1,1,0,0,0,2.772588722239781,negative
1894,0,2,0,0,0,2.8903717578961645,negative
1895,0,2,1,0,0,2.772588722239781,negative
1896,2,1,0,0,0,3.1780538303479458,positive
1897,1,3,0,0,1,2.70805020110221,negative
1898,1,4,1,0,0,3.4965075614664802,negative
1899,0,0,1,0,0,2.0794415416798357,negative
1900,1,3,1,0,0,3.6109179126442243,positive
1901,2,0,0,0,0,2.1972245773362196,positive
1902,1,0,0,0,0,1.9459101490553132,negative
1903,2,0,0,0,0,3.5553480614894135,negative
1904,2,1,1,0,0,3.4011973816621555,positive
1905,2,2,0,0,0,3.4657359027997265,negative
1906,4,1,1,0,0,3.5263605246161616,positive
1907,3,2,1,0,0,3.258096538021482,positive
1908,1,0,0,0,0,2.4849066497880004,positive
1909,1,0,0,0,0,2.3978952727983707,positive
1910,1,1,0,0,0,3.091042453358316,positive
1911,2,0,1,0,0,2.9444389791664403,negative
1912,1,3,1,0,1,3.367295829986474,negative
1913,4,0,0,0,0,2.8903717578961645,positive
1914,1,0,0,0,0,2.0794415416798357,positive
1915,2,2,0,0,0,3.2188758248682006,positive
1916,0,1,0,0,0,1.791759469228055,positive
1917,1,1,1,0,0,2.6390573296152584,negative
1918,0,0,0,0,1,1.0986122886681098,positive
1919,1,0,0,0,0,2.302585092994046,positive
1920,4,0,0,0,0,2.6390573296152584,positive
1921,3,1,1,0,0,3.1354942159291497,negative
1922,1,2,1,0,0,3.044522437723423,positive
1923,2,0,0,0,0,3.5553480614894135,positive
1924,1,2,1,0,0,3.044522437723423,negative
1925,3,2,0,0,0,3.4339872044851463,negative
1926,6,0,0,0,0,3.5553480614894135,positive
1927,9,3,1,0,0,4.442651256490317,positive
1928,2,3,0,0,0,3.1354942159291497,positive
1929,1,1,0,0,0,2.833213344056216,positive
1930,4,8,1,0,0,3.9318256327243257,negative
1931,1,2,0,0,0,2.1972245773362196,negative
1932,3,2,1,0,0,3.970291913552122,negative
1933,2,0,1,0,0,2.772588722239781,negative
1934,2,0,0,0,0,3.1354942159291497,negative
1935,5,1,1,0,0,3.5263605246161616,negative
1936,2,1,0,0,0,3.332204510175204,negative
1937,1,0,0,0,0,1.791759469228055,positive
1938,2,0,0,0,1,2.5649493574615367,positive
1939,3,0,0,0,0,3.4657359027997265,positive
1940,0,1,0,0,1,1.3862943611198906,positive
1941,6,4,0,0,0,3.6109179126442243,negative
1942,5,2,0,0,1,3.9318256327243257,negative
1943,0,2,0,0,0,2.833213344056216,negative
1944,1,0,1,1,0,3.091042453358316,negative
1945,2,2,0,0,0,2.9444389791664403,negative
1946,1,0,0,0,0,2.0794415416798357,positive
1947,5,2,1,0,0,3.8918202981106265,positive
1948,1,1,1,0,1,2.4849066497880004,negative
1949,3,0,0,0,0,2.1972245773362196,positive
1950,5,0,0,0,0,3.4011973816621555,positive
1951,0,1,0,0,0,3.091042453358316,negative
1952,1,0,0,0,0,2.5649493574615367,negative
1953,1,2,0,0,0,2.70805020110221,positive
1954,0,0,0,0,1,1.3862943611198906,positive
1955,1,1,0,0,0,2.5649493574615367,negative
1956,4,2,1,0,0,3.295836866004329,positive
1957,3,2,1,0,0,3.1780538303479458,negative
1958,0,0,1,0,0,3.044522437723423,negative
1959,0,0,0,0,1,2.0794415416798357,positive
1960,13,9,1,0,1,5.075173815233827,negative
1961,3,3,1,0,0,3.295836866004329,negative
1962,0,0,0,0,0,3.1780538303479458,positive
1963,2,0,0,0,0,3.2188758248682006,negative
1964,2,2,1,0,0,3.332204510175204,negative
1965,2,5,0,0,0,3.332204510175204,negative
1966,0,0,0,0,0,1.0986122886681098,positive
1967,3,3,0,0,0,3.4339872044851463,negative
1968,1,1,0,0,0,2.3978952727983707,negative
1969,0,2,0,0,0,2.6390573296152584,positive
1970,0,1,0,0,0,1.791759469228055,negative
1971,3,2,1,0,0,3.4011973816621555,positive
1972,5,0,0,0,0,2.6390573296152584,positive
1973,1,1,1,0,0,2.6390573296152584,negative
1974,0,0,0,0,0,1.6094379124341003,negative
1975,2,6,0,0,1,3.7612001156935624,negative
1976,2,0,1,0,0,2.8903717578961645,negative
1977,2,0,0,0,0,2.1972245773362196,positive
1978,2,3,1,0,0,3.5553480614894135,negative
1979,2,0,0,0,0,2.302585092994046,negative
1980,1,4,1,0,0,3.4011973816621555,negative
1981,2,0,1,0,0,3.044522437723423,negative
1982,3,0,1,0,0,2.995732273553991,positive
1983,4,1,1,0,0,2.8903717578961645,negative
1984,1,0,0,0,0,1.6094379124341003,positive
1985,0,1,0,0,0,2.772588722239781,negative
1986,0,1,0,0,0,2.8903717578961645,positive
1987,0,0,0,0,0,2.3978952727983707,negative
1988,5,0,1,0,0,3.5263605246161616,negative
1989,3,2,0,0,0,2.9444389791664403,negative
1990,0,1,1,0,0,3.6375861597263857,negative
1991,2,0,1,1,0,3.044522437723423,negative
1992,4,0,0,0,0,2.3978952727983707,positive
1993,1,0,0,0,0,2.1972245773362196,positive
1994,1,0,0,0,0,1.791759469228055,positive
1995,2,2,0,0,0,2.8903717578961645,negative
1996,2,0,0,0,0,2.3978952727983707,positive
1997,6,0,0,0,0,3.2188758248682006,negative
1998,2,0,1,0,0,2.9444389791664403,negative
1999,0,0,0,0,0,1.9459101490553132,negative
2000,1,1,0,0,0,2.6390573296152584,negative
2001,1,1,0,0,0,2.302585092994046,negative
2002,0,0,0,0,0,0.6931471805599453,positive
2003,6,1,0,0,0,3.5263605246161616,positive
2004,1,0,0,0,0,1.6094379124341003,negative
2005,3,1,0,1,0,2.3978952727983707,negative
2006,5,1,1,0,0,3.2188758248682006,positive
2007,2,3,1,0,0,3.7612001156935624,negative
2008,1,2,0,0,0,2.833213344056216,negative
2009,1,0,0,0,0,2.0794415416798357,positive
2010,5,1,0,0,0,2.9444389791664403,positive
2011,1,3,0,0,0,3.258096538021482,negative
2012,4,1,1,0,0,3.091042453358316,positive
2013,1,0,1,0,0,1.3862943611198906,negative
2014,2,0,0,0,0,2.8903717578961645,negative
2015,3,6,1,0,0,4.248495242049359,positive
2016,4,4,1,0,0,3.5553480614894135,negative
2017,1,2,0,0,0,2.70805020110221,positive
2018,4,1,1,0,0,3.912023005428146,negative
2019,2,0,1,0,0,3.1354942159291497,positive
2020,2,0,0,0,1,3.332204510175204,positive
2021,3,1,1,0,0,2.8903717578961645,positive
2022,0,2,0,0,0,3.6375861597263857,negative
2023,1,3,0,0,0,3.4339872044851463,positive
2024,2,2,1,0,0,3.295836866004329,negative
2025,6,0,1,1,1,4.23410650459726,negative
2026,9,10,1,0,0,4.634728988229636,negative
2027,2,0,1,0,0,3.091042453358316,negative
2028,2,0,1,0,0,3.044522437723423,negative
2029,0,0,0,0,0,2.8903717578961645,positive
2030,7,1,0,0,1,3.784189633918261,positive
2031,0,1,0,0,0,2.302585092994046,negative
2032,1,0,0,0,0,2.1972245773362196,negative
2033,4,2,1,0,0,3.58351893845611,positive
2034,5,1,1,0,0,3.784189633918261,negative
2035,4,2,1,0,0,3.784189633918261,negative
2036,2,1,1,0,0,2.70805020110221,negative
2037,1,1,0,0,0,2.3978952727983707,negative
2038,2,1,1,0,1,3.2188758248682006,negative
2039,2,0,1,0,0,2.833213344056216,positive
2040,3,0,0,0,0,2.772588722239781,positive
2041,0,0,1,0,0,2.833213344056216,positive
2042,0,0,0,0,0,2.833213344056216,negative
2043,3,0,0,0,0,2.8903717578961645,positive
2044,0,0,1,0,0,3.091042453358316,negative
2045,3,0,0,0,0,2.6390573296152584,positive
2046,1,0,0,0,0,1.3862943611198906,positive
2047,3,0,1,0,0,3.332204510175204,positive
2048,0,0,0,0,1,1.791759469228055,negative
2049,1,0,1,0,0,3.1354942159291497,negative
2050,1,0,0,0,1,2.8903717578961645,negative
2051,5,3,0,0,0,3.1354942159291497,positive
2052,2,2,0,1,0,3.332204510175204,positive
2053,3,0,0,0,0,2.8903717578961645,positive
2054,1,1,1,0,0,3.8501476017100584,positive
2055,3,2,1,1,0,4.1588830833596715,negative
2056,0,2,0,0,0,2.3978952727983707,negative
2057,3,2,1,0,0,3.367295829986474,positive
2058,2,2,1,0,0,3.6888794541139363,negative
2059,0,4,0,0,0,3.6109179126442243,negative
2060,3,0,0,0,0,2.833213344056216,negative
2061,2,3,0,0,0,3.6109179126442243,positive
2062,0,2,0,0,0,2.772588722239781,negative
2063,2,0,0,0,0,3.044522437723423,positive
2064,3,1,1,0,0,3.4011973816621555,positive
2065,1,0,0,0,0,1.9459101490553132,positive
2066,1,0,0,0,0,3.044522437723423,positive
2067,0,0,0,0,0,2.833213344056216,positive
2068,3,1,0,0,0,3.4965075614664802,positive
2069,5,0,0,0,0,2.772588722239781,positive
2070,4,0,0,0,0,3.1780538303479458,negative
2071,1,0,0,0,1,2.70805020110221,positive
2072,3,0,0,0,0,2.772588722239781,positive
2073,1,1,0,0,0,2.833213344056216,negative
2074,2,1,1,0,0,2.772588722239781,positive
2075,3,1,1,0,0,3.1780538303479458,positive
2076,1,0,0,0,0,2.833213344056216,negative
2077,0,1,0,0,0,2.0794415416798357,negative
2078,3,0,1,0,0,3.044522437723423,negative
2079,2,1,0,0,0,2.9444389791664403,positive
2080,1,4,0,0,0,3.258096538021482,negative
2081,2,1,1,0,0,2.8903717578961645,positive
2082,0,3,0,0,0,2.772588722239781,negative
2083,4,2,1,0,0,3.912023005428146,positive
2084,3,2,1,0,0,3.295836866004329,negative
2085,3,0,0,0,0,2.3978952727983707,positive
2086,1,0,0,1,0,1.9459101490553132,positive
2087,0,0,1,0,0,2.1972245773362196,negative
2088,2,0,0,0,0,3.044522437723423,negative
2089,2,2,0,0,0,2.833213344056216,negative
2090,2,1,1,0,0,3.8501476017100584,positive
2091,3,1,0,0,1,3.332204510175204,positive
2092,2,0,0,0,0,2.5649493574615367,positive
2093,4,1,1,0,0,3.6375861597263857,negative
2094,0,0,0,0,0,1.791759469228055,negative
2095,1,1,0,0,0,2.0794415416798357,positive
2096,1,2,0,0,0,2.3978952727983707,negative
2097,4,0,0,0,0,3.2188758248682006,negative
2098,1,0,1,0,0,1.9459101490553132,negative
2099,0,0,0,0,0,2.0794415416798357,negative
2100,0,1,0,0,0,3.4011973816621555,negative
2101,3,5,0,0,0,3.713572066704308,negative
2102,2,2,0,0,0,2.9444389791664403,positive
2103,5,0,1,0,0,3.2188758248682006,negative
2104,1,1,1,0,0,4.248495242049359,negative
2105,3,3,1,0,0,4.204692619390966,negative
2106,3,4,1,0,0,4.1588830833596715,negative
2107,0,0,0,0,0,2.0794415416798357,negative
2108,1,0,0,0,0,1.9459101490553132,positive
2109,0,2,0,0,0,2.6390573296152584,negative
2110,2,1,0,0,0,2.6390573296152584,positive
2111,0,1,0,0,0,1.9459101490553132,negative
2112,1,0,1,0,0,3.044522437723423,negative
2113,3,0,0,0,0,3.713572066704308,negative
2114,4,3,1,0,1,3.9889840465642745,negative
2115,0,1,0,0,0,0.6931471805599453,negative
2116,4,1,1,0,0,3.4011973816621555,positive
2117,2,3,1,0,0,3.6109179126442243,negative
2118,2,0,0,0,0,3.1354942159291497,negative
2119,2,2,1,0,0,3.4965075614664802,negative
2120,6,1,0,0,0,2.9444389791664403,positive
2121,5,0,0,0,0,2.4849066497880004,positive
2122,0,0,0,0,0,2.0794415416798357,negative
2123,0,2,0,0,0,2.1972245773362196,negative
2124,3,0,0,0,0,3.091042453358316,positive
2125,1,1,0,0,0,2.8903717578961645,positive
2126,2,0,0,0,0,2.5649493574615367,negative
2127,4,5,1,0,0,3.2188758248682006,negative
2128,6,0,0,0,0,2.833213344056216,positive
2129,2,0,0,0,0,2.833213344056216,positive
2130,3,5,1,0,0,3.4011973816621555,positive
2131,2,0,1,0,0,2.833213344056216,negative
2132,4,4,1,0,0,3.8918202981106265,positive
2133,2,4,0,0,0,2.9444389791664403,negative
2134,4,3,1,0,0,3.091042453358316,negative
2135,1,5,0,0,0,3.1354942159291497,negative
2136,0,1,0,0,0,2.3978952727983707,negative
2137,1,0,0,0,0,2.4849066497880004,negative
2138,0,1,0,0,0,1.0986122886681098,positive
2139,1,3,1,0,0,3.4965075614664802,negative
2140,2,0,0,0,1,2.0794415416798357,negative
2141,3,0,0,0,0,2.70805020110221,positive
2142,1,0,0,0,0,2.70805020110221,negative
2143,0,0,0,0,1,2.1972245773362196,negative
2144,0,1,0,0,0,2.6390573296152584,negative
2145,3,2,0,0,0,3.6109179126442243,negative
2146,1,0,0,0,0,1.6094379124341003,positive
2147,1,1,1,0,0,3.4657359027997265,negative
2148,7,4,1,0,0,4.127134385045092,negative
2149,1,0,0,0,0,2.1972245773362196,negative
2150,1,1,0,0,0,2.70805020110221,positive
2151,1,1,0,0,0,1.9459101490553132,positive
2152,2,0,0,0,0,3.1354942159291497,positive
2153,1,0,1,0,0,2.6390573296152584,negative
2154,2,2,0,0,0,2.772588722239781,negative
2155,1,0,0,0,0,1.6094379124341003,positive
2156,4,0,0,0,0,2.3978952727983707,positive
2157,1,2,0,0,0,2.9444389791664403,negative
2158,1,0,1,0,0,2.3978952727983707,negative
2159,1,0,0,0,0,2.6390573296152584,negative
2160,1,3,1,0,0,3.1354942159291497,negative
2161,1,1,0,0,0,2.3978952727983707,negative
2162,2,2,0,0,0,2.772588722239781,positive
2163,6,2,0,0,0,3.713572066704308,positive
2164,10,1,0,0,0,3.8066624897703196,positive
2165,0,1,1,0,0,2.1972245773362196,positive
2166,3,4,1,0,0,3.7376696182833684,negative
2167,3,0,1,0,0,3.1780538303479458,negative
2168,2,2,0,0,0,3.295836866004329,positive
2169,2,0,0,0,0,2.1972245773362196,positive
2170,1,0,0,0,0,1.0986122886681098,positive
2171,0,1,0,0,0,2.4849066497880004,negative
2172,1,2,0,0,0,2.772588722239781,negative
2173,3,1,1,0,0,3.1780538303479458,negative
2174,5,4,1,0,0,3.6375861597263857,positive
2175,2,4,1,0,0,3.8501476017100584,negative
2176,1,0,0,0,0,1.6094379124341003,positive
2177,1,5,1,0,0,2.772588722239781,negative
2178,1,0,0,0,0,2.302585092994046,positive
2179,1,0,1,0,0,1.6094379124341003,negative
2180,0,3,1,0,0,3.367295829986474,positive
2181,4,0,1,0,0,3.1354942159291497,positive
2182,5,2,1,0,0,3.8066624897703196,negative
2183,0,3,1,0,0,2.6390573296152584,negative
2184,0,2,1,0,1,3.091042453358316,negative
2185,8,3,0,1,0,4.189654742026425,positive
2186,1,1,0,0,0,2.995732273553991,positive
2187,3,6,1,0,0,4.127134385045092,negative
2188,0,4,0,0,1,3.6888794541139363,negative
2189,1,0,0,0,0,1.791759469228055,positive
2190,3,1,0,0,0,2.6390573296152584,negative
2191,0,0,1,0,0,2.995732273553991,negative
2192,0,1,1,0,0,2.5649493574615367,negative
2193,1,3,0,1,0,3.258096538021482,positive
2194,4,0,1,0,0,3.2188758248682006,positive
2195,1,3,0,0,0,2.772588722239781,negative
2196,2,0,0,0,0,3.044522437723423,negative
2197,4,1,1,0,0,3.8501476017100584,negative
2198,4,0,0,0,0,3.4011973816621555,positive
2199,1,1,0,0,1,2.772588722239781,positive
2200,6,1,1,0,0,3.7376696182833684,negative
2201,1,2,1,0,0,3.258096538021482,negative
